satisfaction_level,last_evaluation,project_count,average_monthly_hours,time_in_company,work_accident,emp_left,promotion_last_5years,sales,salary
0.81,0.73,4,272,2,0,0,0,sales,medium
0.2,0.41,6,264,3,0,0,0,sales,medium
0.63,0.79,5,215,2,1,0,0,accounting,medium
0.52,0.49,3,146,2,1,0,0,accounting,medium
0.66,0.92,4,239,3,0,0,0,hr,medium
0.26,0.37,2,232,3,1,0,0,hr,low
0.54,0.58,3,169,2,1,0,0,technical,high
0.5,0.66,4,150,4,0,0,0,technical,low
0.7,0.88,4,191,3,1,0,0,support,low
0.93,0.77,3,202,5,0,0,0,support,high
0.89,0.84,3,166,2,0,0,0,support,high
0.77,0.58,4,162,2,0,0,0,support,medium
0.4,0.36,4,128,4,0,0,0,technical,medium
0.22,0.78,6,206,6,0,0,0,RandD,low
0.78,0.69,5,256,3,0,0,0,RandD,low
0.99,0.82,6,185,4,1,0,0,sales,high
0.82,0.58,2,248,6,0,0,0,management,low
0.17,0.86,3,286,6,0,0,0,marketing,high
0.86,0.91,3,234,3,1,0,0,marketing,low
0.96,0.66,4,268,3,0,0,0,sales,medium
0.58,0.79,4,149,6,0,0,0,sales,medium
0.75,0.96,5,190,3,0,0,0,sales,medium
0.76,0.87,4,161,3,0,0,0,sales,high
0.95,0.74,3,212,3,0,0,0,sales,medium
0.21,0.53,3,229,5,0,0,0,accounting,medium
0.61,0.87,4,151,3,0,0,0,hr,medium
0.7,0.48,4,229,2,0,0,0,technical,high
0.99,0.67,3,200,2,0,0,0,technical,low
0.21,0.58,5,197,4,0,0,0,technical,low
0.4,0.62,3,283,5,0,0,0,technical,low
0.79,0.6,4,161,3,0,0,0,technical,high
0.56,0.55,3,250,4,0,0,0,technical,medium
0.81,0.69,5,109,2,0,0,0,IT,high
0.54,0.82,4,266,2,0,0,0,IT,medium
0.82,0.78,5,232,3,0,0,0,RandD,low
0.57,0.61,5,254,5,0,0,0,marketing,low
0.73,0.45,5,232,4,0,0,0,accounting,low
0.95,0.68,5,225,3,0,0,0,sales,medium
0.44,0.38,3,197,2,0,0,0,sales,medium
0.35,0.81,5,182,5,0,0,0,sales,high
0.88,0.53,3,188,3,0,0,0,technical,low
0.79,0.9,5,212,5,0,0,0,technical,low
0.72,0.55,4,202,3,0,0,0,technical,low
0.45,0.62,6,129,5,0,0,0,support,low
0.59,0.58,4,233,4,0,0,0,support,low
0.5,0.92,3,186,2,0,0,0,support,medium
0.76,0.92,4,154,3,0,0,0,support,medium
0.98,1,5,150,3,0,0,0,technical,medium
0.4,0.64,3,188,3,0,0,0,support,low
0.94,0.7,6,217,5,0,0,0,sales,low
0.72,0.84,3,167,3,0,0,0,sales,medium
0.51,0.8,4,231,3,0,0,0,sales,medium
0.74,0.53,4,166,3,0,0,0,hr,low
0.15,0.91,5,267,4,0,0,0,technical,low
0.72,0.92,3,264,3,0,0,0,technical,low
0.78,0.63,3,192,2,0,0,0,support,medium
0.72,0.94,3,258,3,0,0,0,product_mng,medium
0.32,0.79,4,136,3,0,0,0,product_mng,medium
0.55,0.9,3,181,3,1,0,0,RandD,low
0.59,1,4,169,2,0,0,0,technical,low
0.82,0.63,4,199,2,0,0,0,marketing,low
0.82,0.92,4,196,3,0,0,0,sales,medium
0.88,0.59,2,144,3,0,0,0,sales,medium
0.82,0.62,4,160,3,0,0,0,sales,medium
0.62,0.91,3,142,6,1,0,0,sales,medium
0.7,0.96,3,263,3,0,0,0,accounting,medium
0.84,0.9,3,178,2,0,0,0,accounting,medium
0.35,0.57,3,109,3,0,0,0,accounting,medium
0.28,0.83,4,206,5,0,0,0,hr,medium
0.97,0.92,3,168,3,0,0,0,technical,low
0.31,0.69,3,120,3,0,0,0,technical,low
0.81,0.62,4,255,4,1,0,0,technical,low
0.65,0.95,3,266,3,1,0,0,support,low
0.66,0.56,3,169,2,1,0,0,support,medium
0.67,0.57,3,206,3,1,0,0,product_mng,medium
0.7,0.98,3,215,2,0,0,0,sales,low
0.74,0.86,4,221,2,1,0,0,accounting,low
0.77,0.71,2,242,2,0,0,0,marketing,medium
0.62,0.55,3,108,2,1,0,0,sales,medium
0.7,0.48,5,273,2,0,0,0,sales,medium
0.87,0.74,4,151,4,0,0,0,sales,medium
0.98,0.71,5,217,3,0,0,0,sales,medium
0.43,0.46,4,169,5,0,0,0,technical,high
0.8,0.99,4,255,5,1,0,0,technical,low
0.63,0.75,4,155,3,0,0,0,technical,low
0.61,0.51,6,163,6,0,0,0,technical,low
0.7,0.8,4,183,2,0,0,0,support,medium
0.59,0.59,3,194,2,1,0,0,support,medium
0.56,0.76,3,237,3,0,0,0,technical,medium
0.91,0.62,5,169,4,0,0,0,management,medium
0.44,0.66,3,161,3,0,0,0,IT,medium
0.5,0.48,4,269,3,0,0,0,IT,medium
0.54,0.49,3,203,3,1,0,0,product_mng,medium
0.85,0.98,5,156,2,0,0,0,RandD,low
0.54,0.82,2,279,3,1,0,0,marketing,low
0.23,0.88,5,156,4,0,0,0,sales,low
0.53,0.62,3,185,3,0,0,0,marketing,medium
0.96,0.68,5,145,3,1,0,0,sales,medium
0.54,0.47,2,193,4,0,0,0,sales,medium
0.66,0.61,3,156,3,1,0,0,technical,medium
0.78,0.47,4,129,2,0,0,0,technical,medium
0.64,0.85,3,213,4,0,0,0,technical,medium
0.72,0.73,3,198,2,0,0,0,technical,low
0.31,0.61,4,97,2,0,0,0,support,low
0.8,0.4,5,199,4,1,0,0,support,high
0.15,0.9,5,284,4,0,0,0,support,low
0.92,0.54,5,203,3,0,0,0,IT,medium
0.62,0.7,5,180,4,0,0,0,product_mng,high
0.87,0.98,4,266,2,1,0,0,product_mng,high
0.62,0.79,3,141,3,0,0,0,accounting,low
0.47,0.56,4,165,3,0,0,0,sales,medium
0.52,0.72,4,186,2,0,0,0,sales,medium
0.76,0.37,3,127,4,0,0,0,sales,medium
0.92,0.5,5,258,3,0,0,0,hr,medium
0.85,0.6,5,178,2,0,0,0,technical,medium
0.75,0.91,4,243,3,0,0,0,technical,high
0.46,0.75,6,276,6,0,0,0,support,low
0.69,0.53,4,156,3,0,0,0,support,low
0.63,0.85,3,151,4,1,0,0,product_mng,medium
0.41,0.48,6,165,4,0,0,0,IT,medium
0.58,0.79,5,197,3,0,0,0,RandD,medium
0.15,0.91,6,281,3,0,0,0,marketing,low
0.63,0.98,4,210,3,0,0,0,sales,medium
0.64,0.59,3,200,2,1,0,0,hr,medium
0.55,0.98,2,144,2,0,0,0,hr,medium
0.8,0.55,3,206,2,0,0,0,technical,low
0.69,0.79,3,207,3,0,0,0,technical,medium
0.91,0.76,3,197,3,0,0,0,technical,medium
0.69,0.51,3,176,2,0,0,0,support,low
0.93,0.73,4,153,2,1,0,0,IT,medium
0.65,0.75,4,153,2,0,0,0,product_mng,medium
0.51,1,3,168,3,1,0,0,RandD,medium
0.19,0.86,4,198,6,0,0,0,accounting,medium
0.73,0.49,3,168,2,1,0,0,sales,low
0.91,0.69,5,240,3,0,0,0,sales,medium
0.77,0.68,5,162,4,1,0,0,technical,medium
0.83,0.72,3,259,2,0,0,0,technical,medium
0.84,0.56,5,97,6,0,0,0,technical,low
0.88,0.9,2,233,3,0,0,0,support,low
0.94,0.66,5,219,3,0,0,0,support,low
0.7,0.88,4,245,2,0,0,0,support,low
0.97,0.64,3,237,3,0,0,0,IT,medium
0.84,0.55,4,149,2,0,0,0,product_mng,medium
1,0.84,3,185,3,0,0,0,product_mng,medium
0.75,0.49,2,173,3,1,0,0,RandD,low
0.98,0.53,6,253,4,0,0,0,RandD,medium
0.8,0.81,5,143,2,0,0,0,sales,medium
0.32,0.73,3,180,6,0,0,0,support,low
0.73,0.74,4,181,4,0,0,0,marketing,low
0.5,0.63,4,229,4,0,0,0,sales,low
0.66,0.51,5,149,3,0,0,0,sales,medium
0.94,0.45,2,211,3,0,0,0,technical,low
0.9,0.92,3,139,3,0,0,0,technical,low
0.81,0.75,4,206,3,0,0,0,IT,medium
0.66,0.7,5,254,2,0,0,0,IT,medium
0.59,0.75,4,190,2,0,0,0,sales,medium
0.98,0.7,3,255,2,1,0,0,marketing,low
0.4,0.51,3,120,6,0,0,0,sales,medium
0.29,0.86,3,251,4,0,0,0,sales,medium
0.51,0.75,4,175,2,0,0,0,hr,medium
0.6,0.87,3,196,3,1,0,0,technical,high
0.67,0.92,5,258,3,0,0,0,technical,high
0.67,0.76,5,181,3,0,0,0,support,high
0.77,0.85,3,136,3,0,0,0,support,low
0.77,0.75,3,272,3,0,0,0,technical,low
0.88,0.8,3,166,2,0,0,0,IT,low
0.6,0.91,4,214,2,0,0,0,IT,medium
0.72,0.54,3,286,6,0,0,0,product_mng,medium
0.99,0.56,5,210,2,0,0,0,RandD,medium
0.51,0.83,3,136,3,0,0,0,marketing,high
0.54,0.55,4,208,5,0,0,0,sales,high
0.72,0.84,4,250,3,0,0,0,support,high
0.94,0.99,3,207,2,0,0,0,sales,medium
0.71,0.88,3,158,3,0,0,0,accounting,medium
0.66,0.59,3,145,3,0,0,0,hr,medium
0.7,0.67,6,233,6,0,0,0,hr,medium
0.91,0.76,3,159,3,0,0,0,hr,medium
0.74,0.93,5,140,3,0,0,0,technical,medium
0.93,0.86,4,145,3,0,0,0,technical,medium
0.75,0.84,3,145,3,1,0,0,support,low
0.48,0.87,3,267,2,0,0,0,IT,low
0.92,0.91,4,247,3,0,0,0,IT,low
0.68,0.71,3,237,3,0,0,0,IT,low
0.88,0.55,5,182,3,0,0,0,product_mng,medium
0.66,0.9,3,176,2,1,0,0,product_mng,medium
0.78,0.54,3,134,3,0,0,0,sales,medium
0.48,0.69,3,105,3,0,0,0,support,low
0.5,0.53,3,207,4,0,0,0,sales,low
0.36,0.74,6,280,3,0,0,0,sales,low
0.77,0.67,5,207,2,0,0,0,sales,low
0.9,0.97,4,239,4,0,0,0,technical,medium
0.96,0.95,5,189,2,0,0,0,technical,medium
1,0.63,5,171,3,0,0,0,technical,medium
0.46,0.38,6,140,3,0,0,0,technical,high
0.63,0.5,4,167,3,1,0,0,technical,medium
0.89,0.79,2,208,3,1,0,0,support,medium
0.52,0.98,4,272,2,0,0,0,support,low
0.92,0.83,5,270,3,0,0,0,technical,low
0.95,0.73,4,238,3,1,0,0,IT,low
0.49,0.97,4,166,5,0,0,0,product_mng,low
0.9,0.79,3,154,2,0,0,0,product_mng,medium
0.45,0.41,3,216,6,1,0,0,RandD,medium
0.88,0.89,3,171,2,0,0,0,RandD,medium
0.51,0.76,2,239,3,0,0,0,support,high
0.77,0.5,4,281,2,0,0,0,sales,low
0.24,0.83,3,208,5,0,0,0,sales,low
0.22,0.92,6,220,4,1,0,0,sales,low
0.65,0.56,3,142,3,0,0,0,sales,low
0.95,0.67,3,153,2,0,0,0,sales,low
0.56,0.51,4,140,2,0,0,0,sales,low
0.89,0.46,4,248,5,1,0,0,hr,medium
0.95,0.42,3,189,2,1,0,0,hr,medium
0.65,0.54,4,260,3,0,0,0,technical,medium
0.68,0.49,3,230,3,0,0,0,technical,medium
0.18,0.46,4,249,4,0,0,0,technical,low
0.79,0.72,3,216,4,0,0,0,support,low
0.42,0.91,2,176,3,0,0,0,technical,low
0.62,0.68,4,251,4,0,0,0,marketing,medium
0.87,0.49,2,251,3,0,0,0,sales,medium
0.66,0.81,5,135,2,0,0,0,management,low
0.33,0.85,2,127,3,0,0,0,marketing,medium
0.87,0.95,3,242,5,0,0,0,sales,low
0.9,0.57,4,186,4,0,0,0,technical,medium
0.8,0.62,3,191,3,0,0,0,support,medium
0.73,0.95,3,149,2,0,0,0,support,low
0.62,0.51,4,175,3,0,0,0,support,low
0.55,0.91,3,179,3,1,0,0,support,low
0.54,0.54,3,196,3,0,0,0,support,low
0.31,0.92,5,197,5,0,0,0,IT,low
0.96,0.85,5,171,2,0,0,0,RandD,medium
0.61,1,5,139,2,0,0,0,sales,medium
0.96,0.99,4,233,3,0,0,0,sales,low
0.32,0.45,2,188,3,0,0,0,sales,low
0.88,0.5,4,216,2,0,0,0,sales,low
0.87,0.92,4,141,3,0,0,0,sales,low
0.42,0.38,2,115,3,0,0,0,hr,medium
0.85,0.7,3,188,2,0,0,0,support,low
0.84,0.91,4,207,3,0,0,0,support,low
0.95,0.49,3,188,3,0,0,0,technical,low
0.4,0.46,2,109,3,0,0,0,IT,low
0.76,0.69,4,253,3,0,0,0,IT,low
0.99,0.64,3,174,4,0,0,0,IT,low
0.91,0.84,3,237,2,0,0,0,product_mng,medium
0.23,0.51,6,194,4,1,0,0,RandD,medium
0.89,0.51,3,249,3,0,0,0,RandD,medium
0.81,0.8,3,183,2,1,0,0,RandD,medium
0.51,0.74,3,271,4,0,0,0,RandD,medium
0.35,0.81,6,256,3,0,0,0,RandD,medium
0.49,0.66,3,169,3,0,0,0,marketing,medium
0.74,0.96,5,222,2,0,0,0,support,high
0.16,0.88,4,201,6,0,0,0,sales,medium
0.86,0.94,3,212,3,0,0,0,sales,medium
0.69,0.91,4,128,3,1,0,0,sales,medium
0.49,0.65,4,176,3,1,0,0,hr,medium
0.52,0.62,3,160,2,0,0,0,hr,medium
0.69,0.81,5,217,2,0,0,0,technical,medium
0.24,0.48,4,145,3,1,0,0,technical,high
0.93,0.96,4,223,3,1,0,0,support,high
0.97,0.66,4,214,2,1,0,0,IT,low
0.52,0.58,3,203,2,0,0,0,RandD,medium
0.79,0.75,4,168,3,0,0,0,sales,high
0.65,0.53,4,160,3,0,0,0,sales,low
0.7,0.59,4,178,3,0,0,0,sales,low
0.49,0.54,4,247,3,1,0,0,sales,medium
0.62,0.49,3,172,3,0,0,0,sales,medium
0.66,0.98,4,225,2,1,0,0,hr,medium
0.79,0.89,3,252,2,0,0,0,hr,medium
0.68,0.55,3,182,3,1,0,0,technical,medium
0.67,0.67,4,226,2,0,0,0,technical,high
0.7,0.55,4,233,2,0,0,0,support,medium
0.56,0.76,3,207,2,0,0,0,support,medium
0.63,0.81,3,215,3,0,0,0,support,medium
0.69,0.94,3,170,3,0,0,0,IT,high
0.52,0.84,4,212,3,0,0,0,IT,medium
0.81,0.81,4,177,3,0,0,0,RandD,medium
0.52,0.61,5,162,3,0,0,0,marketing,high
0.57,0.97,5,126,5,0,0,0,sales,medium
0.71,0.96,5,135,4,1,0,0,marketing,low
0.44,0.68,5,209,4,0,0,0,marketing,medium
0.96,0.93,3,156,3,0,0,0,sales,low
0.73,0.63,3,172,4,1,0,0,accounting,low
0.59,0.41,4,139,3,0,0,0,accounting,low
0.18,0.97,4,206,3,0,0,0,hr,high
0.56,0.66,5,216,2,0,0,0,technical,high
0.59,0.49,5,122,5,0,0,0,technical,medium
0.53,0.83,3,267,4,0,0,0,technical,medium
0.3,0.67,3,150,2,0,0,0,technical,medium
0.32,0.66,5,116,5,1,0,0,technical,high
0.55,0.91,3,243,4,0,0,0,support,medium
0.93,0.57,5,143,2,0,0,0,support,medium
0.57,0.7,3,210,2,0,0,0,support,medium
0.94,0.58,3,135,3,0,0,0,IT,low
0.46,0.49,5,286,5,0,0,0,product_mng,low
0.49,0.57,2,213,3,1,0,0,product_mng,low
0.96,1,5,148,3,0,0,0,product_mng,low
0.57,0.59,4,158,3,0,0,0,marketing,medium
0.99,0.79,3,271,4,0,0,0,marketing,high
0.99,0.48,5,202,2,0,0,0,sales,medium
0.9,0.64,4,217,3,0,0,0,sales,low
0.83,0.78,3,257,2,0,0,0,sales,low
0.93,0.78,2,188,2,0,0,0,sales,low
0.35,0.58,3,103,3,0,0,0,hr,low
0.67,0.55,4,256,6,0,0,0,hr,low
0.86,0.88,4,274,3,0,0,0,hr,medium
0.3,0.86,6,232,3,0,0,0,technical,medium
0.75,0.63,4,268,3,0,0,0,technical,medium
0.82,0.52,5,270,3,0,0,0,technical,medium
0.81,0.78,3,166,2,0,0,0,support,low
0.85,0.76,4,262,2,0,0,0,IT,low
0.21,0.98,6,208,5,1,0,0,product_mng,low
0.67,0.54,5,157,2,0,0,0,RandD,medium
0.7,0.5,6,214,5,0,0,0,support,medium
0.52,0.74,4,174,3,0,0,0,technical,medium
0.91,0.58,3,257,3,0,0,0,marketing,medium
0.16,0.69,4,187,5,0,0,0,marketing,medium
0.58,0.62,5,270,2,0,0,0,sales,high
0.75,0.61,5,173,4,0,0,0,sales,low
0.35,0.63,3,156,3,0,0,0,sales,medium
0.56,0.96,3,244,3,0,0,0,sales,medium
0.98,0.69,3,150,2,0,0,0,sales,low
0.51,0.58,4,169,2,0,0,0,sales,low
0.69,0.7,4,169,2,0,0,0,sales,low
0.66,0.9,3,250,2,0,0,0,sales,low
0.5,0.81,3,183,3,0,0,0,hr,low
0.66,0.96,4,160,2,0,0,0,technical,medium
0.8,0.94,3,150,3,0,0,0,technical,medium
0.89,0.73,3,169,3,0,0,0,support,high
0.89,0.9,4,101,6,0,0,0,support,medium
0.99,0.69,3,190,3,0,0,0,support,medium
0.98,0.97,4,196,4,0,0,0,support,low
0.98,0.97,3,209,3,0,0,0,support,low
0.49,0.6,4,141,3,0,0,0,technical,low
0.58,0.61,2,191,3,1,0,0,management,low
0.96,0.93,6,240,6,0,0,0,IT,low
0.59,0.69,4,226,3,0,0,0,product_mng,low
0.97,0.99,3,196,3,0,0,0,product_mng,low
0.84,0.52,4,251,3,0,0,0,RandD,low
0.68,0.59,4,147,2,0,0,0,marketing,medium
0.73,0.91,4,241,2,1,0,0,accounting,medium
0.93,0.87,4,218,4,0,0,0,technical,medium
0.74,1,4,219,3,0,0,0,management,medium
0.99,0.86,4,196,2,1,0,0,marketing,high
0.96,0.6,5,182,5,0,0,0,sales,medium
0.95,0.58,4,188,3,0,0,0,sales,low
0.95,0.54,4,255,2,0,0,0,sales,low
0.79,0.98,3,195,2,0,0,0,sales,low
0.58,0.83,4,207,3,0,0,0,sales,low
0.79,0.87,4,253,2,0,0,0,technical,medium
0.97,0.63,3,141,3,0,0,0,technical,medium
0.52,0.79,5,265,3,1,0,0,support,high
0.59,0.68,5,243,2,0,0,0,support,medium
0.98,0.49,4,214,3,0,0,0,technical,low
0.61,0.93,3,250,4,0,0,0,management,medium
0.36,0.69,3,98,2,0,0,0,sales,low
0.3,0.47,6,141,6,0,0,0,sales,low
0.6,0.99,4,160,3,0,0,0,sales,low
0.91,1,4,125,4,0,0,0,sales,medium
0.98,0.69,3,152,2,0,0,0,sales,medium
0.77,0.56,3,236,3,1,0,0,accounting,medium
0.98,0.62,3,203,2,0,0,0,accounting,medium
0.84,0.52,5,171,3,0,0,0,technical,medium
0.21,0.85,6,221,5,0,0,0,technical,medium
0.71,0.56,3,177,4,0,0,0,support,high
0.53,0.43,2,139,3,0,0,0,support,high
0.69,0.59,5,182,4,0,0,0,technical,high
0.95,0.57,3,238,3,0,0,0,IT,low
0.59,0.8,3,258,3,1,0,0,IT,low
0.53,0.61,4,198,2,0,0,0,product_mng,low
0.82,0.58,5,227,3,0,0,0,RandD,low
0.58,0.9,5,257,3,0,0,0,marketing,medium
0.65,0.67,3,245,3,0,0,0,sales,medium
0.64,0.48,2,157,2,0,0,0,sales,medium
0.77,0.57,4,238,3,0,0,0,sales,high
0.23,0.99,5,176,4,1,0,0,sales,low
0.96,0.61,4,158,6,0,0,0,technical,medium
0.91,0.43,4,117,5,1,0,0,technical,medium
0.85,0.96,4,240,6,0,0,0,technical,medium
0.95,0.76,4,220,3,0,0,0,support,medium
0.65,0.96,2,246,2,1,0,0,IT,low
0.52,0.41,3,283,3,0,0,0,IT,low
0.77,0.7,3,145,2,0,0,0,product_mng,low
0.65,0.97,3,198,3,0,0,0,RandD,low
0.44,0.58,2,157,2,0,0,0,sales,low
0.57,0.39,2,145,3,0,0,0,sales,medium
0.62,0.6,4,170,2,0,0,0,sales,low
0.96,0.61,4,199,3,0,0,0,sales,low
0.14,0.41,6,114,3,0,0,0,sales,low
0.96,0.72,4,228,2,0,0,0,accounting,high
0.87,0.75,3,222,3,0,0,0,hr,low
0.18,0.86,6,264,3,0,0,0,technical,high
0.48,0.79,3,180,2,0,0,0,technical,medium
0.61,0.69,4,160,2,1,0,0,support,high
0.51,0.93,3,162,4,0,0,0,support,medium
0.69,0.64,3,286,3,0,0,0,technical,medium
0.25,0.68,4,279,5,1,0,0,IT,medium
0.7,0.73,5,151,2,0,0,0,product_mng,low
0.22,0.62,6,142,3,0,0,0,IT,low
0.98,0.63,3,169,2,0,0,0,marketing,low
0.95,0.62,3,161,3,0,0,0,sales,low
0.52,0.7,3,257,3,0,0,0,support,low
0.65,0.85,4,204,3,0,0,0,sales,medium
0.62,0.76,4,163,3,0,0,0,sales,high
0.66,0.83,4,234,4,0,0,0,sales,medium
0.96,0.55,5,211,2,0,0,0,sales,low
0.55,0.97,4,136,4,0,0,0,sales,low
0.81,0.87,5,241,3,0,0,0,accounting,low
0.71,0.65,4,239,3,0,0,0,technical,low
0.91,0.59,4,133,4,0,0,0,technical,medium
0.3,0.85,2,203,3,0,0,0,support,medium
0.85,0.74,3,157,3,0,0,0,technical,medium
0.9,0.79,3,222,6,1,0,0,technical,medium
0.85,0.74,3,250,3,1,0,0,IT,low
0.85,0.49,4,159,3,0,0,0,product_mng,low
0.55,0.61,4,272,4,1,0,0,marketing,low
0.57,0.88,3,176,3,0,0,0,support,low
0.2,0.58,5,199,4,0,0,0,sales,low
0.81,0.5,5,205,3,0,0,0,sales,medium
0.96,0.86,4,268,3,0,0,0,accounting,low
0.88,0.77,4,224,5,1,0,0,hr,low
0.88,0.59,3,224,2,0,0,0,hr,low
0.6,0.68,4,271,4,0,0,0,technical,low
0.55,0.61,3,209,3,0,0,0,technical,low
0.73,0.62,5,186,4,0,0,0,technical,low
0.56,0.99,3,209,2,0,0,0,technical,low
0.5,0.53,5,239,3,0,0,0,technical,medium
0.56,0.68,3,208,3,1,0,0,support,medium
0.51,0.9,5,193,4,0,0,0,support,medium
0.91,0.55,2,234,2,0,0,0,IT,low
0.49,0.8,3,238,4,0,0,0,product_mng,low
0.59,0.97,5,242,3,0,0,0,product_mng,low
0.91,0.67,4,206,3,0,0,0,IT,low
0.44,0.61,3,147,4,0,0,0,RandD,low
0.96,0.59,2,265,2,0,0,0,RandD,low
0.99,0.54,4,239,3,0,0,0,marketing,low
0.6,0.86,6,272,4,0,0,0,technical,low
0.14,0.8,5,226,3,0,0,0,sales,medium
1,0.84,3,215,2,0,0,0,sales,medium
0.13,0.72,4,247,3,0,0,0,sales,medium
0.61,0.95,4,191,2,0,0,0,hr,low
0.5,0.53,3,191,2,1,0,0,hr,low
0.23,0.88,5,201,3,0,0,0,technical,low
0.66,0.72,3,135,2,0,0,0,support,medium
0.61,0.72,4,209,2,0,0,0,support,medium
0.5,0.95,4,222,3,1,0,0,support,medium
0.82,0.87,5,273,6,0,0,0,support,medium
0.4,0.85,5,99,2,1,0,0,support,high
0.54,0.45,4,137,3,1,0,0,management,medium
0.64,0.49,5,188,2,0,0,0,IT,low
0.67,0.94,2,192,3,0,0,0,product_mng,low
0.48,0.9,4,224,3,0,0,0,product_mng,low
0.65,0.81,4,192,3,0,0,0,accounting,low
0.76,0.6,5,279,2,0,0,0,sales,medium
0.61,0.6,4,121,2,0,0,0,sales,medium
0.3,0.88,5,245,4,0,0,0,hr,low
0.69,0.76,3,153,3,0,0,0,technical,medium
0.63,0.96,3,144,2,0,0,0,technical,medium
0.88,0.89,5,189,2,0,0,0,technical,medium
0.65,0.78,4,205,2,0,0,0,support,medium
0.52,0.82,3,138,2,1,0,0,support,medium
0.59,0.5,3,199,2,0,0,0,technical,high
0.7,0.38,4,270,2,0,0,0,RandD,low
0.33,0.72,2,173,2,0,0,0,marketing,low
0.5,0.63,3,160,2,0,0,0,sales,medium
0.63,0.64,5,189,4,0,0,0,sales,high
0.72,0.6,3,265,2,1,0,0,sales,high
0.7,0.47,2,238,3,0,0,0,technical,low
0.78,0.87,4,178,3,0,0,0,technical,medium
0.51,0.76,3,256,2,0,0,0,technical,medium
0.23,0.8,5,139,3,0,0,0,support,medium
0.23,0.78,4,154,6,1,0,0,support,medium
0.5,0.65,5,285,6,0,0,0,management,high
0.98,0.87,5,151,6,0,0,0,IT,medium
0.32,0.42,6,114,3,0,0,0,product_mng,medium
0.51,0.71,4,208,3,1,0,0,marketing,low
0.49,0.63,3,175,2,0,0,0,accounting,low
0.77,0.48,3,204,6,0,0,0,sales,high
0.76,0.99,3,166,3,0,0,0,sales,medium
0.9,0.56,3,149,2,0,0,0,sales,high
0.79,0.61,4,162,2,0,0,0,sales,medium
0.91,0.61,3,255,3,0,0,0,accounting,medium
0.6,0.73,3,140,5,1,0,0,hr,low
0.8,0.77,5,256,2,0,0,0,technical,low
0.53,0.7,4,243,3,0,0,0,technical,low
0.97,0.63,5,163,3,0,0,0,technical,low
0.92,0.59,4,190,5,0,0,0,technical,high
1,0.6,4,265,4,0,0,0,technical,low
0.98,0.87,3,239,4,0,0,0,support,medium
0.17,0.6,5,144,6,0,0,0,technical,medium
0.85,0.55,3,226,4,0,0,0,IT,low
0.52,0.59,6,104,4,0,0,0,product_mng,medium
0.48,0.55,4,262,3,1,0,0,RandD,high
0.86,0.53,4,155,3,0,0,0,marketing,high
0.83,0.64,3,242,3,0,0,0,accounting,low
0.64,0.69,4,232,3,0,0,0,technical,high
0.68,0.8,2,257,2,1,0,0,sales,low
0.52,0.37,3,137,4,0,0,0,sales,low
0.96,0.94,5,235,3,0,0,0,hr,low
0.76,0.49,5,243,3,0,0,0,technical,low
0.84,0.73,5,105,5,0,0,0,support,low
0.66,0.36,3,256,6,0,0,0,support,medium
0.61,0.5,4,175,3,0,0,0,support,medium
0.67,0.86,3,175,3,0,0,0,IT,low
0.77,0.91,5,268,3,1,0,0,IT,medium
0.93,0.9,5,210,3,0,0,0,accounting,low
0.96,1,3,137,4,1,0,0,marketing,low
0.54,0.97,5,233,3,1,0,0,marketing,low
0.78,0.5,3,167,2,0,0,0,sales,low
0.24,0.64,5,190,4,0,0,0,sales,medium
0.59,0.9,3,189,2,0,0,0,technical,low
0.9,0.74,3,260,2,0,0,0,support,medium
0.52,0.67,4,216,3,0,0,0,support,medium
0.45,0.75,2,246,2,0,0,0,product_mng,medium
0.96,0.9,4,164,4,0,0,0,IT,low
1,0.87,3,165,2,0,0,0,RandD,low
0.21,0.85,6,235,6,0,0,0,RandD,low
0.63,0.85,5,214,2,0,0,0,marketing,low
0.74,0.69,4,244,2,0,0,0,sales,low
0.53,0.49,3,158,3,0,0,0,sales,medium
0.79,0.52,3,134,2,1,0,0,sales,medium
0.51,0.53,3,223,2,1,0,0,accounting,low
0.77,0.67,4,225,4,0,0,0,hr,low
0.84,0.9,3,196,3,1,0,0,hr,low
0.21,0.49,3,253,3,0,0,0,hr,low
0.95,0.87,4,135,3,0,0,0,technical,low
0.57,0.8,4,262,3,0,0,0,technical,low
0.19,0.85,6,210,4,0,0,0,support,medium
0.9,0.83,3,273,4,0,0,0,support,medium
0.4,0.41,3,232,3,0,0,0,technical,medium
0.65,0.56,3,230,2,0,0,0,IT,high
0.85,0.58,4,167,4,0,0,0,RandD,low
0.68,0.62,3,255,5,0,0,0,RandD,low
0.5,0.59,3,192,2,0,0,0,sales,low
0.82,0.71,5,208,2,0,0,0,management,low
0.55,0.87,4,200,3,0,0,0,marketing,low
0.56,0.43,2,169,3,0,0,0,sales,medium
0.5,0.84,3,233,3,1,0,0,sales,medium
0.42,0.8,4,279,6,0,0,0,sales,medium
0.6,0.61,3,195,3,0,0,0,sales,medium
0.76,0.72,3,275,4,1,0,0,sales,medium
0.84,0.74,3,234,3,1,0,0,sales,medium
0.33,0.62,4,113,6,0,0,0,sales,medium
0.91,0.93,5,158,4,0,0,0,sales,medium
0.87,0.67,4,272,4,0,0,0,sales,low
0.86,0.51,3,185,2,0,0,0,technical,medium
0.79,0.87,3,218,3,0,0,0,support,medium
